nic08_2d,Espend,Espend_gmean,Lspend_gmean,LogY,Mspend,Mspend_gmean,KM,LM
19,1023554,5206034.051139667,7448238.308857342,18.27933323923733,75371386.00000012,82891274.54585044,1.033102518081343,.2218002671477161
19,2533019.999999998,5206034.051139667,7448238.308857342,18.50979860907054,70853805.99999994,82891274.54585044,5.330423038522589,.637043585001671
19,3211000.000000001,5206034.051139667,7448238.308857342,19.91045645069553,399133999.9999998,82891274.54585044,.4218966548869212,.1842903175886096
19,4061000.000000001,5206034.051139667,7448238.308857342,19.73876059843791,333494000.0000005,82891274.54585044,.477778843949761,.3107937174599258
19,852693.9999999998,5206034.051139667,7448238.308857342,17.73932890403907,40294379.00000006,82891274.54585044,.4145708795995177,.3733933756637438
19,1147355.999999999,5206034.051139667,7448238.308857342,17.66254470086639,35929358.99999997,82891274.54585044,.8104466382830317,.2326425243224304
19,1506099,5206034.051139667,7448238.308857342,18.28571912904738,73912186.99999994,82891274.54585044,.3793076024067449,.27141494622683
19,295924475928.9995,5206034.051139667,7448238.308857342,26.66381718725218,55639978321,82891274.54585044,1.710212593116947,.0252984379109044
19,255505605651.9997,5206034.051139667,7448238.308857342,26.49756545333697,47079369306.00007,82891274.54585044,2.557395339271128,.0316384817228958
19,124763246.9999998,5206034.051139667,7448238.308857342,26.70836686660927,372726667518.9998,82891274.54585044,.5365897641755785,.0060011462874159
19,121738188.0000001,5206034.051139667,7448238.308857342,27.01411379451365,513054087862.9991,82891274.54585044,.5056717958113771,.0048876114465024
19,286256919.9999998,5206034.051139667,7448238.308857342,27.2273918537166,654874270146.0006,82891274.54585044,.4759345730081,.0041150553062259
19,315267198.0000002,5206034.051139667,7448238.308857342,27.32258027603545,708659169267.9989,82891274.54585044,.4796511588473558,.0031021079627151
19,311224895,5206034.051139667,7448238.308857342,27.04342651604456,560710824529.0005,82891274.54585044,.6455508689185698,.0041144208547263
19,1691509714.999998,5206034.051139667,7448238.308857342,26.69732153120413,347071557361.9997,82891274.54585044,1.017178496122782,.0074369838420446
19,111130,5206034.051139667,7448238.308857342,16.58516134369193,10693249.99999999,82891274.54585044,.7089297114006398,3.283054866873655
19,31822257.99999998,5206034.051139667,7448238.308857342,18.73511643536834,1806677,82891274.54585044,938.0882806348978,37.93777944556995
19,574042.9999999995,5206034.051139667,7448238.308857342,18.99358631027695,144796376,82891274.54585044,.0737688510330071,.1269999527136164
19,443107.9999999997,5206034.051139667,7448238.308857342,17.74505830415621,32440182.00000001,82891274.54585044,.3315987684406558,.7214617652308826
19,24310,5206034.051139667,7448238.308857342,15.2362063458015,263049.9999999999,82891274.54585044,.2043256544282963,12.71043037452474
19,26315,5206034.051139667,7448238.308857342,14.15240413438084,926251.9999999998,82891274.54585044,.0510829623697329,7.219371639723815
19,1330588.999999999,5206034.051139667,7448238.308857342,17.13901184040128,21547996,82891274.54585044,.598103388114814,.698239139968482
19,1714263,5206034.051139667,7448238.308857342,17.13556498245589,21706150.00000002,82891274.54585044,.6003885975500386,.4621011155850386
19,135404.9999999999,5206034.051139667,7448238.308857342,17.02797982459325,21031512.99999999,82891274.54585044,.4217071009198958,.4769241342767969
19,168279,5206034.051139667,7448238.308857342,17.04153044315555,21700367.99999997,82891274.54585044,.3976594082444572,.4622242410845847
19,120797,5206034.051139667,7448238.308857342,16.02831732221316,6863881.000000005,82891274.54585044,1.117154799754927,.9742239732940384
19,360062.9999999999,5206034.051139667,7448238.308857342,15.72393035877821,4897106.000000004,82891274.54585044,4.952152925524724,1.70686457982466
19,570761.0000000002,5206034.051139667,7448238.308857342,16.4571986384038,10659302.00000001,82891274.54585044,2.163679820042776,1.254670788019226
19,638463.0000000003,5206034.051139667,7448238.308857342,16.41961132144368,10566021.99999998,82891274.54585044,2.489198099770221,1.42396582129815
19,995578.9999999997,5206034.051139667,7448238.308857342,16.67945340650109,13042579.99999999,82891274.54585044,1.935375371361755,1.409930619946593
19,2820179.999999998,5206034.051139667,7448238.308857342,17.25585679122337,23339846.00000003,82891274.54585044,1.13853253866752,1.14601568837043
19,207907.9999999998,5206034.051139667,7448238.308857342,20.0058091112164,442419446.0000007,82891274.54585044,.008940832739962,.0944657479527563
19,2876202.999999999,5206034.051139667,7448238.308857342,20.01874439200096,462578348.0000005,82891274.54585044,.624863745099329,.2240654809260129
19,5894584.000000005,5206034.051139667,7448238.308857342,20.16710709005272,636393104.9999992,82891274.54585044,.6732960272415862,.1602407377678478
19,6190887.000000003,5206034.051139667,7448238.308857342,20.36164211368823,690695655.0000011,82891274.54585044,.6126071710549049,.1428018566955548
19,6761126.999999998,5206034.051139667,7448238.308857342,20.86421321207062,838374066.0000008,82891274.54585044,1.184073281318615,.101695305905941
19,6347940.000000004,5206034.051139667,7448238.308857342,21.22324843379264,1494258160.000001,82891274.54585044,.8278377155828942,.0492261200838361
19,50089.99999999999,5206034.051139667,7448238.308857342,14.62665275171178,1416052.999999999,82891274.54585044,1.036897015095758,8.263938909818748
