nic08_2d,Espend,Espend_gmean,Lspend_gmean,LogY,Mspend,Mspend_gmean,KM,LM
11,1915464.000000001,3658781.740229912,6395269.636433199,17.96041791866007,48626979.99999998,35095258.41281944,.366834189429291,.1739322490750738
11,26170993,3658781.740229912,6395269.636433199,19.11697468326964,148372231.9999998,35095258.41281944,.4322058642356489,.2850196388879773
11,27831979.99999998,3658781.740229912,6395269.636433199,19.08919612732264,135277320.9999999,35095258.41281944,.9269466333084657,.2834327762422926
11,7608349,3658781.740229912,6395269.636433199,17.44760709831752,22079429.00000001,35095258.41281944,6.182036932905351,.4596749307490853
11,7637723.000000002,3658781.740229912,6395269.636433199,17.80667583502584,39805044.99999994,35095258.41281944,3.431287734168632,.4532919548399229
11,7637723.000000002,3658781.740229912,6395269.636433199,17.80667583502584,39805044.99999994,35095258.41281944,3.431287734168632,.4532919548399229
11,194500,3658781.740229912,6395269.636433199,14.08706248629076,117500,35095258.41281944,23.43806241508931,23.99375885710249
11,366499.9999999998,3658781.740229912,6395269.636433199,16.09925884710449,7863402.999999993,35095258.41281944,.5061151127297722,.4302361202715228
11,388764.9999999999,3658781.740229912,6395269.636433199,17.09795871235722,13232899.99999999,35095258.41281944,.1799229483975716,.1704398380224769
11,113480,3658781.740229912,6395269.636433199,14.8412065743786,1279542,35095258.41281944,4.189783719426513,3.084676651484171
11,130816.0000000001,3658781.740229912,6395269.636433199,14.85475811831672,1292317,35095258.41281944,3.769164860605554,3.490495493857365
11,162480,3658781.740229912,6395269.636433199,15.00654431266319,1828210,35095258.41281944,2.388951672632155,2.467346018857389
11,495490.0000000001,3658781.740229912,6395269.636433199,16.31131923081724,4630490.000000004,35095258.41281944,1.686418036401666,1.583005973632337
11,1236166.000000001,3658781.740229912,6395269.636433199,16.56408901444962,11438265.99999999,35095258.41281944,.7193063739177896,.690134908908984
11,75528141,3658781.740229912,6395269.636433199,19.81767329976989,245317621.0000003,35095258.41281944,6.458887588704211,.2114585427561093
11,132163185.0000001,3658781.740229912,6395269.636433199,20.71166343665773,589889245,35095258.41281944,1.289133453867005,.0955863050430608
