nic08_2d,Espend,Espend_gmean,Lspend_gmean,LogY,Mspend,Mspend_gmean,KM,LM
24,258174263.0000001,12654064.8523752,6377748.541744228,20.48323384409392,404349704.0000003,115398310.7096402,.8113046310343215,.1740161027910097
24,268646841.0000001,12654064.8523752,6377748.541744228,20.61432213712266,358348272.0000006,115398310.7096402,1.115650350352045,.3387118200042346
24,242323,12654064.8523752,6377748.541744228,16.7709586610947,16028014.99999999,115398310.7096402,.3509000443970469,1.207256413539921
24,299933999.9999998,12654064.8523752,6377748.541744228,22.27691939346692,902244000.0000013,115398310.7096402,20.70832791724695,.9787376404470048
24,346419200.0000001,12654064.8523752,6377748.541744228,22.87380338108203,4011625800.000005,115398310.7096402,4.904936689071602,.2188097682723447
24,947806000.0000017,12654064.8523752,6377748.541744228,23.11337890130557,4462795999.999994,115398310.7096402,5.157918074911011,.190382345021249
24,654179999.9999992,12654064.8523752,6377748.541744228,23.3040320099402,1846864999.999998,115398310.7096402,14.18334855662768,.4600431367920503
24,407381999.9999995,12654064.8523752,6377748.541744228,21.40334417954558,1357370000.000002,115398310.7096402,18.62339197273831,.592249264427416
24,34206792.00000005,12654064.8523752,6377748.541744228,20.22988607365204,378808808.9999994,115398310.7096402,.2694036330132502,1.128425210150747
24,27871671.00000002,12654064.8523752,6377748.541744228,20.33382825852937,443518731.9999995,115398310.7096402,1.325440672903196,.8685977982772374
24,32662041.00000004,12654064.8523752,6377748.541744228,20.41124227428691,496428175.0000008,115398310.7096402,1.130532408275645,.4819134667895232
24,37699974.00000001,12654064.8523752,6377748.541744228,20.38235245863858,498131390.9999994,115398310.7096402,1.041093106895231,.4414206831650622
24,32903816.00000004,12654064.8523752,6377748.541744228,20.3734853018582,507453187.9999996,115398310.7096402,.9436103094585336,.3535825005393109
24,22250102.00000003,12654064.8523752,6377748.541744228,20.07575234507692,375627371.9999998,115398310.7096402,.9908894798118536,.4776717047118839
24,5004522.000000004,12654064.8523752,6377748.541744228,16.95762083938543,13545024.00000002,115398310.7096402,24.61458743148276,11.81811440235326
24,6290731.999999998,12654064.8523752,6377748.541744228,16.77786695199759,10996785.99999999,115398310.7096402,.9552843390860296,2.079525043753965
24,301219.9999999998,12654064.8523752,6377748.541744228,16.45391767623795,8112584.000000002,115398310.7096402,.0467933502169488,4.553513876560002
24,2071202.999999998,12654064.8523752,6377748.541744228,16.16529359583815,7103129,115398310.7096402,.9315416329552725,1.981193348868601
24,3348844.000000002,12654064.8523752,6377748.541744228,16.70730053193865,12487214.99999998,115398310.7096402,.4155343522377083,1.549578821623884
24,976079.9999999997,12654064.8523752,6377748.541744228,16.11055206955879,4238196.000000003,115398310.7096402,6.170681378441198,22.82801916790073
24,1338756,12654064.8523752,6377748.541744228,16.12566354209404,3360799.999999999,115398310.7096402,8.046025147907535,28.26426313197776
24,57774136.99999995,12654064.8523752,6377748.541744228,18.62821007330193,38181605.99999994,115398310.7096402,2.214038957832128,2.994647722230831
24,50788035.00000007,12654064.8523752,6377748.541744228,20.9296631348038,1134461613,115398310.7096402,.2623257093402152,.1581601043733904
24,85212299.99999994,12654064.8523752,6377748.541744228,21.17038042239647,1429722588,115398310.7096402,.3138655107214424,.0898168165263474
24,104123726,12654064.8523752,6377748.541744228,21.38755225502336,1772535809.999997,115398310.7096402,.5900884366472486,.0764156450726085
24,25342256.00000004,12654064.8523752,6377748.541744228,20.05291821779779,461352274.0000004,115398310.7096402,.0573929901962492,.3126567168330366
24,1279587.999999999,12654064.8523752,6377748.541744228,18.33517615482388,88295604.00000015,115398310.7096402,.0608600114827752,.4183760249123908
24,747354.0000000001,12654064.8523752,6377748.541744228,17.37121932581989,31976246.00000004,115398310.7096402,.4622043358983232,2.090464017322089
24,446516.0000000001,12654064.8523752,6377748.541744228,17.15588223301047,25517909.00000003,115398310.7096402,1.482513180709614,.4136116304912266
24,826511.0000000003,12654064.8523752,6377748.541744228,17.19949962219638,26493657.00000002,115398310.7096402,1.348338352231363,.6639642052320139
24,3351141.000000002,12654064.8523752,6377748.541744228,16.74313683449901,12364726.99999998,115398310.7096402,.1786950991472647,2.133994537084558
24,2248048.000000002,12654064.8523752,6377748.541744228,16.7600621623672,15325048.00000001,115398310.7096402,.1252813032368043,2.180912962623002
24,372384.9999999999,12654064.8523752,6377748.541744228,14.09647612510814,359698.9999999998,115398310.7096402,.3116705114397798,39.12346692917045
24,87215285.00000004,12654064.8523752,6377748.541744228,22.04059001828618,3058908966.000002,115398310.7096402,1.145289297323978,.1063877814019751
24,140063785.9999999,12654064.8523752,6377748.541744228,22.59831683256287,5385028287.999998,115398310.7096402,.5316815595308366,.1084517766482457
24,115508820.9999998,12654064.8523752,6377748.541744228,22.71673586211244,5605822026.999997,115398310.7096402,.6046172896889781,.1004146893224634
24,124137948.9999999,12654064.8523752,6377748.541744228,22.76383304503664,5896846055.999995,115398310.7096402,.9625239490952017,.0802452004316636
24,8548150,12654064.8523752,6377748.541744228,18.45500207084343,83863359.99999997,115398310.7096402,.1645647001293743,1.090731012342123
24,4406654.999999999,12654064.8523752,6377748.541744228,19.73661640215493,358940723.9999994,115398310.7096402,.2947986683896037,.1323206440263811
24,24059556.99999996,12654064.8523752,6377748.541744228,18.41487025571354,118281539,115398310.7096402,.6390540033012378,.2082081116578339
24,90867493.00000003,12654064.8523752,6377748.541744228,21.47004739521864,1808717629.999998,115398310.7096402,.06114448122666,.2606457204085614
24,106351384.9999999,12654064.8523752,6377748.541744228,21.61342479888988,2019435845.000001,115398310.7096402,.088357494617781,.2351907731288952
24,131664766,12654064.8523752,6377748.541744228,21.89121959255724,2730123668,115398310.7096402,.0615187018763425,.1649469242250391
24,136891404,12654064.8523752,6377748.541744228,21.88117425847819,2570232830.999998,115398310.7096402,.0702756660913117,.2046375359756148
24,151536840.0000001,12654064.8523752,6377748.541744228,21.80511404637194,2284961182.999996,115398310.7096402,.1775586787472749,.236344840064806
24,194257920,12654064.8523752,6377748.541744228,21.94916266240885,2629156466.999995,115398310.7096402,.1731092664351384,.2977351808401941
24,179701130.0000003,12654064.8523752,6377748.541744228,22.23962785669674,3697799796.999997,115398310.7096402,.1661498145730186,.2107399672661811
24,1749878.000000001,12654064.8523752,6377748.541744228,16.1900676936379,5527133.999999998,115398310.7096402,9.181532662553481,4.773949730645557
24,35698645.99999999,12654064.8523752,6377748.541744228,20.64334113081042,721917932.9999989,115398310.7096402,.1496289894438997,.2509781830160667
24,9058584.999999985,12654064.8523752,6377748.541744228,20.45785005122016,629446638.9999999,115398310.7096402,.2429527054442756,.2878491040938808
24,41435178.99999998,12654064.8523752,6377748.541744228,20.55392146348205,864924283.0000007,115398310.7096402,.2963450526068756,.252191341157909
24,48168228.99999993,12654064.8523752,6377748.541744228,20.87885435487458,909299842,115398310.7096402,.0963288883533033,.2611639504000673
24,45155855.99999999,12654064.8523752,6377748.541744228,20.64635326295573,758465969.9999993,115398310.7096402,.2189231900095503,.3084623175013881
24,48290489.00000002,12654064.8523752,6377748.541744228,20.54033161451119,720305129.0000008,115398310.7096402,.2440179674232106,.2906143334888921
24,27097095.00000004,12654064.8523752,6377748.541744228,20.16825761286702,437025108.0000004,115398310.7096402,.3179539559598141,.2374828209888527
24,2629661.999999998,12654064.8523752,6377748.541744228,17.95848776401362,56106927.99999999,115398310.7096402,.5468715247997791,.501637584968319
24,2370746.999999999,12654064.8523752,6377748.541744228,17.112788385285,20584103.99999999,115398310.7096402,1.48689881235836,1.11095881986425
24,3448929.999999998,12654064.8523752,6377748.541744228,18.37272655276013,89999704.99999987,115398310.7096402,.2756102111340956,.1759089757274778
24,5888768,12654064.8523752,6377748.541744228,18.78523318676314,124936185.0000002,115398310.7096402,.1835233332874643,.1548784597918052
24,15897444,12654064.8523752,6377748.541744228,19.2851613531694,187401815,115398310.7096402,1.72042857827129,.3848545631542994
24,199826.9999999999,12654064.8523752,6377748.541744228,16.33153951200639,9878621.000000007,115398310.7096402,1.254544132580748,1.780697924709793
24,306180.0000000003,12654064.8523752,6377748.541744228,17.06190224532402,20560424.00000002,115398310.7096402,1.067333275630272,1.283351932360046
24,194148.0000000001,12654064.8523752,6377748.541744228,16.33873174121797,9523981.000000007,115398310.7096402,.6343085157665568,2.770507403421098
24,288629725,12654064.8523752,6377748.541744228,21.57015193828678,1821657558.999997,115398310.7096402,.9631128196403475,.4818594512215683
24,288629725,12654064.8523752,6377748.541744228,21.57015193828678,1821657558.999997,115398310.7096402,.9631128196403475,.4818594512215683
24,337624265.0000001,12654064.8523752,6377748.541744228,21.82098632708039,2702608737.000002,115398310.7096402,.4278268089205568,.3423648295044844
24,606876.0000000002,12654064.8523752,6377748.541744228,20.868236478292,1076156660.999999,115398310.7096402,.0601679054538875,.0310573702205796
24,693559.9999999994,12654064.8523752,6377748.541744228,17.56080281190599,36514742.99999994,115398310.7096402,.1962045446149237,.5780954804045464
24,3935612.999999997,12654064.8523752,6377748.541744228,17.86703380196091,41535427.99999994,115398310.7096402,.9414068013236953,.5082169346234628
24,18422104.00000001,12654064.8523752,6377748.541744228,18.05111619916408,38656710.00000001,115398310.7096402,1.548534786024728,.6370737675082134
24,1512340999.999998,12654064.8523752,6377748.541744228,22.29879058322359,2533128999.999998,115398310.7096402,1.423871940846948,.6235992814616926
24,179306188.9999997,12654064.8523752,6377748.541744228,20.66431167500966,503457548.9999995,115398310.7096402,1.809804202561914,.8385615803501851
24,89005485.99999991,12654064.8523752,6377748.541744228,19.79843306298979,305950666.0000002,115398310.7096402,3.067281168880421,1.563882347137929
24,56516148.99999993,12654064.8523752,6377748.541744228,20.00196985620465,391529087.9999996,115398310.7096402,.971422916709647,1.208578387101561
24,46711362.00000007,12654064.8523752,6377748.541744228,19.95934122351663,247305459.9999997,115398310.7096402,2.792624034879772,1.806702261275765
24,148532132.9999998,12654064.8523752,6377748.541744228,22.66918510824583,6537726838.00001,115398310.7096402,.099783363394891,.0820653157683497
24,132598344.9999998,12654064.8523752,6377748.541744228,20.77070072600242,663709477.9999989,115398310.7096402,.8814137646930839,.8083666651626241
24,247211657.9999997,12654064.8523752,6377748.541744228,20.73504629210001,937429062.9999986,115398310.7096402,.5363544000685603,.343399178803369
24,22121576.99999997,12654064.8523752,6377748.541744228,20.46607565619187,650114496.0000007,115398310.7096402,.8313214791820066,.5736309657219595
24,19872163.99999998,12654064.8523752,6377748.541744228,18.74280667700376,11822410.99999999,115398310.7096402,26.05762925052834,17.11111709849099
24,61258451.99999993,12654064.8523752,6377748.541744228,19.92144078661114,362673148,115398310.7096402,1.154402480932566,1.299888101136771
24,52395209.99999999,12654064.8523752,6377748.541744228,19.89235386527641,398237511.0000003,115398310.7096402,1.109565470850635,.826011355786343
24,91793720.00000012,12654064.8523752,6377748.541744228,20.03653999538909,424292565.9999993,115398310.7096402,1.031372873718584,1.235484831539801
24,132205218.0000002,12654064.8523752,6377748.541744228,20.20475137299514,533780511.9999992,115398310.7096402,.7741829532522265,.8074022340581783
24,55125218.9999999,12654064.8523752,6377748.541744228,19.70356977401693,331191725.9999996,115398310.7096402,1.145032139340366,.8232633766408358
24,536226.0000000003,12654064.8523752,6377748.541744228,12.48778694620216,28750.00000000002,115398310.7096402,4620.506358786281,183.5565904037696
24,54365549,12654064.8523752,6377748.541744228,22.08146487044568,3604940260.000001,115398310.7096402,.3028847450300926,.2971705696848359
24,75305128.99999994,12654064.8523752,6377748.541744228,22.09017211752374,3433361467.000006,115398310.7096402,.2988715572323148,.2884532539495073
24,918949292.0000005,12654064.8523752,6377748.541744228,22.48087656739885,4355222183.999995,115398310.7096402,.7789171008249749,.4725656196056586
24,409786755.0000004,12654064.8523752,6377748.541744228,22.82481844897515,6682345192.999993,115398310.7096402,.3591896510890206,.2919370505540917
24,636993834.9999996,12654064.8523752,6377748.541744228,22.9842589144468,9185369123.999998,115398310.7096402,.5943287160403533,.2043404672640801
24,828861658.0000004,12654064.8523752,6377748.541744228,22.67826852331261,5673402699.999998,115398310.7096402,.894524581368927,.3708293884511096
24,803649230.9999992,12654064.8523752,6377748.541744228,22.58648662855038,4779778802.000003,115398310.7096402,.9819412981123067,.2708673081495292
24,715543934.0000007,12654064.8523752,6377748.541744228,22.10671503016197,3886628053.000002,115398310.7096402,1.135498473943535,.3313024719945961
24,250064092.0000001,12654064.8523752,6377748.541744228,21.19356543488909,1059199488.999999,115398310.7096402,.5517772898534902,.7340591949485938
24,364423858.9999998,12654064.8523752,6377748.541744228,20.9823447690763,760406388.0000011,115398310.7096402,.9541464698782578,.7772846604494038
24,313135521.9999998,12654064.8523752,6377748.541744228,20.91184063060425,726076892.0000011,115398310.7096402,.7686023341868562,.835839817668323
24,161283078.9999997,12654064.8523752,6377748.541744228,20.42236398026539,508653775.0000004,115398310.7096402,1.077474445954221,1.089368612827811
24,12970272,12654064.8523752,6377748.541744228,19.05906670803862,239554921.0000004,115398310.7096402,2.226117550324824,.5947938898776619
24,638277.0000000005,12654064.8523752,6377748.541744228,16.8404995978603,18845148.00000002,115398310.7096402,2.45326256132489,.3733765298886392
24,218832.0000000001,12654064.8523752,6377748.541744228,17.679454823101,41042156.99999996,115398310.7096402,1.055007304664451,.1714416707064847
24,1785518,12654064.8523752,6377748.541744228,20.04547708165362,483206043.9999998,115398310.7096402,.1253789876677804,.0436853142847558
24,7661610.999999996,12654064.8523752,6377748.541744228,20.5798206486413,680667191.9999992,115398310.7096402,3.905848219814073,.4677678110242642
24,7818812.999999998,12654064.8523752,6377748.541744228,19.84377010211131,431992840,115398310.7096402,5.34333424301431,.6963156207037543
24,988446.9999999993,12654064.8523752,6377748.541744228,16.04740737880581,6036344,115398310.7096402,.5681553481231174,2.914154646205484
24,413621.9999999999,12654064.8523752,6377748.541744228,15.95709662464582,6271603.999999995,115398310.7096402,.586070349163322,4.768226414371959
24,15294032,12654064.8523752,6377748.541744228,18.24202517520521,55224283.00000009,115398310.7096402,.3936557660211153,.891896627401116
24,97274999.99999987,12654064.8523752,6377748.541744228,19.86991278382638,330082999.9999998,115398310.7096402,.1705708423864588,.1492180807807276
24,32504953.99999996,12654064.8523752,6377748.541744228,19.83509818297993,278919455.0000002,115398310.7096402,.6644519767462425,.5865306570219694
24,106305786.9999999,12654064.8523752,6377748.541744228,21.20159544260458,738522988.9999989,115398310.7096402,4.204787469905921,.5525995697849769
24,46255669.00000001,12654064.8523752,6377748.541744228,20.43332436597504,540030097,115398310.7096402,5.347400224450164,.0879492976980789
24,656190920.0000004,12654064.8523752,6377748.541744228,21.6263040780015,990660355.0000001,115398310.7096402,2.279420577873532,1.22521098973919
